Code,TOTAL_SHARES,Industry
sz002359,1087191760.0,电气设备
sz002360,391512600.0,化工
sz002361,862595596.0,化工
sz002362,217099792.0,计算机
sz002363,385873624.0,汽车
sz002364,563564960.0,电气设备
sz002365,196455000.0,医药生物
sz002366,867057350.0,机械设备
sz002367,797652687.0,机械设备
sz002368,415597227.0,计算机
sz002369,576769204.0,电子
sz002370,536494456.0,医药生物
sz002371,458004372.0,电子
sz002372,1008405762.0,建筑材料
sz002373,1104376432.0,计算机
sz002374,877427468.0,建筑装饰
sz002375,1339996498.0,建筑装饰
sz002376,631490090.0,计算机
sz002377,432056000.0,化工
sz002378,924167436.0,有色金属
sz002379,926400000.0,有色金属
sz002380,239991649.0,计算机
sz002381,428500000.0,化工
sz002382,494355000.0,化工
sz002383,733148100.0,计算机
sz002384,1071048318.0,电子
sz002385,4100669122.0,农林牧渔
sz002386,671679806.0,化工
sz002387,469459458.0,食品饮料
sz002388,503766600.0,电子
sz002389,708846900.0,电子
sz002390,1704895788.0,医药生物
sz002391,359486180.0,化工
sz002392,1190490839.0,建筑材料
sz002393,182454992.0,医药生物
sz002394,323700000.0,纺织服装
sz002395,178806000.0,化工
sz002396,583280278.0,通信
sz002397,685990272.0,纺织服装
sz002398,346119096.0,建筑材料
sz002399,1247201704.0,医药生物
sz002400,1743337128.0,传媒
sz002401,303240000.0,计算机
sz002402,830455080.0,电子
sz002403,350320801.0,家用电器
sz002404,520650000.0,纺织服装
sz002405,1282615013.0,计算机
sz002406,561000000.0,汽车
sz002407,627700387.0,化工
sz002408,1775209253.0,化工
sz002409,343827605.0,化工
sz002410,1119361939.0,计算机
sz002411,1532283909.0,医药生物
sz002412,296000000.0,医药生物
sz002413,1102643134.0,国防军工
sz002414,624256031.0,电子
sz002415,9228865114.0,电子
sz002416,1032734839.0,商业贸易
sz002417,270000000.0,通信
sz002418,1136400000.0,家用电器
sz002419,800200000.0,商业贸易
sz002420,401000000.0,家用电器
sz002421,1923597501.0,计算机
sz002422,1440000000.0,医药生物
sz002423,502986577.0,机械设备
sz002424,1411200000.0,医药生物
sz002425,813744432.0,传媒
sz002426,3421275069.0,机械设备
sz002427,398154658.0,化工
sz002428,653120000.0,有色金属
sz002429,4526940607.0,家用电器
sz002430,964603777.0,机械设备
sz002431,1486985450.0,建筑装饰
sz002432,432805921.0,医药生物
sz002433,768955000.0,医药生物
sz002434,1350000000.0,汽车
sz002435,490776795.0,机械设备
sz002436,1487907504.0,电子
sz002437,2198122950.0,医药生物
sz002438,485878156.0,机械设备
sz002439,896692587.0,计算机
sz002440,767000000.0,化工
sz002441,540549909.0,电气设备
sz002442,480000000.0,化工
sz002443,520535520.0,钢铁
sz002444,1075247700.0,机械设备
sz002445,829780286.0,传媒
sz002446,762110260.0,通信
sz002447,1428678000.0,农林牧渔
sz002448,588102305.0,汽车
sz002449,475751669.0,电子
sz002450,3536987910.0,化工
sz002451,439200000.0,电气设备
sz002452,525424000.0,电气设备
sz002453,571300000.0,化工
sz002454,421994400.0,汽车
sz002455,474120000.0,化工
sz002456,2715665975.0,电子
sz002457,334992000.0,建筑材料
sz002458,337378701.0,农林牧渔
sz002459,388689351.0,机械设备
sz002460,728904879.0,有色金属
sz002461,1106664240.0,食品饮料
sz002462,250526315.0,医药生物
sz002463,1674159763.0,电子
sz002464,232943924.0,传媒
sz002465,2307395829.0,通信
sz002466,994356650.0,有色金属
sz002467,783580220.0,通信
sz002468,1530802166.0,交通运输
sz002469,503262849.0,建筑装饰
sz002470,3150029146.0,化工
sz002471,1268000000.0,电气设备
sz002472,676744000.0,汽车
sz002473,160000000.0,家用电器
sz002474,622200000.0,计算机
sz002475,3172962197.0,电子
sz002476,612000000.0,化工
sz002477,3135159630.0,农林牧渔
sz002478,800200000.0,钢铁
sz002479,796350000.0,公用事业
sz002480,645368270.0,机械设备
sz002481,1263390000.0,食品饮料
sz002482,1537279657.0,建筑装饰
sz002483,672447760.0,机械设备
sz002484,815155441.0,电子
sz002485,320000000.0,纺织服装
sz002486,832000000.0,纺织服装
sz002487,540000000.0,机械设备
sz002488,671822774.0,汽车
sz002489,2175736503.0,轻工制造
sz002490,797848400.0,机械设备
sz002491,1261709144.0,通信
sz002492,405000000.0,交通运输
sz002493,3816000000.0,化工
sz002494,385560818.0,纺织服装
sz002495,935625600.0,食品饮料
sz002496,1507477887.0,化工
sz002497,960000000.0,化工
sz002498,3326796000.0,电气设备
sz002499,189000000.0,机械设备
sz002500,2828725153.0,非银金融
sz002501,1214835580.0,有色金属
sz002502,859828874.0,传媒
sz002503,3124191896.0,纺织服装
sz002504,1025800523.0,建筑装饰
sz002505,5485372200.0,农林牧渔
sz002506,5046400000.0,电气设备
sz002507,789357241.0,食品饮料
sz002508,949032825.0,家用电器
sz002509,2492492696.0,机械设备
sz002510,896241132.0,汽车
sz002511,757887000.0,轻工制造
sz002512,1095386132.0,计算机
sz002513,340086278.0,化工
sz002514,554034264.0,机械设备
sz002515,978313280.0,食品饮料
sz002516,1503412852.0,纺织服装
sz002517,1435011756.0,传媒
sz002518,589078794.0,电气设备
sz002519,1142222863.0,家用电器
sz002520,554088969.0,机械设备
sz002521,494685819.0,轻工制造
sz002522,905779387.0,轻工制造
sz002523,1011886286.0,机械设备
sz002524,503332800.0,公用事业
sz002526,534000000.0,机械设备
sz002527,620171214.0,电气设备
sz002528,1046364755.0,计算机
sz002529,260000000.0,机械设备
sz002530,490741853.0,机械设备
sz002531,1779019047.0,电气设备
sz002532,515635500.0,机械设备
sz002533,553121280.0,电气设备
sz002534,739432800.0,电气设备
sz002535,801683074.0,机械设备
sz002536,333807876.0,汽车
sz002537,1251350095.0,机械设备
sz002538,718120283.0,化工
sz002539,1010100000.0,化工
sz002540,1040000000.0,有色金属
sz002541,349145902.0,建筑装饰
sz002542,1800000000.0,建筑装饰
sz002543,440000000.0,家用电器
sz002544,515760000.0,通信
sz002545,1316397474.0,建筑装饰
sz002546,834049096.0,电气设备
sz002547,1128057168.0,电子
sz002548,380538204.0,农林牧渔
sz002549,623700000.0,化工
sz002550,1280000000.0,医药生物
sz002551,665110824.0,医药生物
sz002552,306232338.0,机械设备
sz002553,348000000.0,汽车
sz002554,1070810000.0,采掘
sz002555,2148110844.0,传媒
sz002556,717600000.0,化工
sz002557,507000000.0,食品饮料
sz002558,2024379932.0,传媒
sz002559,373003481.0,机械设备
sz002560,429141351.0,电气设备
sz002561,415763000.0,商业贸易
sz002562,541397984.0,化工
sz002563,2693829040.0,纺织服装
sz002564,735762000.0,机械设备
sz002565,687468000.0,轻工制造
sz002566,330951600.0,医药生物
sz002567,836570799.0,农林牧渔
sz002568,700304840.0,食品饮料
sz002569,140010000.0,纺织服装
sz002570,1022520000.0,食品饮料
sz002571,391950700.0,轻工制造
sz002572,923426310.0,轻工制造
sz002573,1073196600.0,公用事业
sz002574,528000000.0,轻工制造
sz002575,588720000.0,轻工制造
sz002576,165100000.0,电气设备
sz002577,283077400.0,计算机
sz002578,988093296.0,有色金属
sz002579,377780000.0,电子
sz002580,354401307.0,电气设备
sz002581,659735586.0,医药生物
sz002582,515684160.0,食品饮料
sz002583,1747337007.0,通信
sz002584,585216422.0,化工
sz002585,1156278085.0,轻工制造
sz002586,1041976663.0,建筑装饰
sz002587,611385834.0,电子
sz002588,1157268000.0,化工
sz002589,1504710471.0,医药生物
sz002590,479646926.0,汽车
sz002591,301074909.0,化工
sz002592,283331157.0,汽车
sz002593,701145000.0,汽车
sz002594,2728142855.0,汽车
sz002595,800000000.0,机械设备
sz002596,975529158.0,建筑材料
sz002597,564320186.0,化工
sz002598,312000000.0,机械设备
sz002599,324006118.0,轻工制造
sz002600,2354423774.0,有色金属
sz002601,2032095439.0,化工
sz002602,1027092040.0,传媒
sz002603,1204625583.0,医药生物
sz002604,599561402.0,农林牧渔
sz002605,397169187.0,轻工制造
sz002606,407496000.0,电气设备
sz002607,820335960.0,汽车
sz002608,3253145323.0,国防军工
sz002609,666942601.0,计算机
sz002610,4490861600.0,电气设备
sz002611,1158053635.0,机械设备
sz002612,400000000.0,纺织服装
sz002613,937170000.0,机械设备
sz002614,560744000.0,医药生物
sz002615,410400000.0,轻工制造
sz002616,743106144.0,家用电器
sz002617,734824767.0,电气设备
sz002618,547920000.0,电子
sz002619,1642467086.0,传媒
sz002620,362500000.0,建筑装饰
sz002621,337500000.0,机械设备
sz002622,840000000.0,电气设备
sz002623,160000000.0,建筑材料
sz002624,1314686873.0,传媒
sz002625,1267511727.0,汽车
sz002626,616481927.0,医药生物
sz002627,133500000.0,交通运输
sz002628,737416215.0,建筑装饰
sz002629,411948000.0,采掘
sz002630,738000000.0,电气设备
sz002631,650480000.0,轻工制造
sz002632,609070888.0,化工
sz002633,150000000.0,机械设备
sz002634,461002575.0,纺织服装
sz002635,752233872.0,电子
sz002636,728000000.0,电子
sz002637,422200000.0,化工
sz002638,1518685574.0,电子
sz002639,674072767.0,机械设备
sz002640,1435110371.0,商业贸易
sz002641,1123200000.0,建筑材料
sz002642,635769528.0,计算机
sz002643,909133215.0,化工
sz002644,510657000.0,医药生物
sz002645,209445019.0,机械设备
sz002646,450000000.0,食品饮料
sz002647,373291100.0,机械设备
sz002648,1063710806.0,化工
sz002649,527314200.0,计算机
sz002650,1152000000.0,食品饮料
sz002651,1002500000.0,机械设备
sz002652,512064000.0,建筑材料
sz002653,1080270000.0,医药生物
sz002654,827787010.0,传媒
sz002655,360000000.0,电子
sz002656,445324903.0,纺织服装
sz002657,337576686.0,计算机
sz002658,604880320.0,机械设备
sz002659,498566987.0,建筑装饰
sz002660,274780458.0,电子
sz002661,335185748.0,食品饮料
sz002662,1500000000.0,汽车
sz002663,1795890452.0,建筑装饰
sz002664,400020000.0,汽车
sz002665,1971129886.0,电气设备
sz002666,754329268.0,化工
sz002667,135960000.0,机械设备
sz002668,635470225.0,家用电器
sz002669,230797101.0,化工
sz002670,1497804400.0,非银金融
sz002671,476582556.0,建筑材料
sz002672,886857102.0,公用事业
sz002673,3501839770.0,非银金融
sz002674,302178412.0,纺织服装
sz002675,703603035.0,医药生物
sz002676,720000000.0,家用电器
sz002677,645872102.0,家用电器
sz002678,1044861787.0,轻工制造
sz002679,138680000.0,农林牧渔
sz002680,973690378.0,医药生物
sz002681,1413048760.0,家用电器
sz002682,374912396.0,汽车
sz002683,701487983.0,化工
sz002684,567374389.0,电子
sz002685,689442857.0,机械设备
sz002686,443082021.0,机械设备
sz002687,354852000.0,纺织服装
sz002688,635289655.0,农林牧渔
sz002689,956307976.0,机械设备
sz002690,676000000.0,机械设备
sz002691,200000000.0,机械设备
sz002692,718146000.0,电气设备
sz002693,405000000.0,医药生物
sz002694,597196800.0,建筑材料
sz002695,499957128.0,食品饮料
sz002696,232535701.0,农林牧渔
sz002697,1360000000.0,商业贸易
sz002698,681700000.0,机械设备
sz002699,909572725.0,纺织服装
sz002700,422426880.0,公用事业
sz002701,2355225600.0,轻工制造
sz002702,506702000.0,食品饮料
sz002703,789644637.0,汽车
sz002705,813437768.0,家用电器
sz002706,524277820.0,电气设备
sz002707,843290420.0,休闲服务
sz002708,469469960.0,汽车
sz002709,339962016.0,化工
sz002711,1056070400.0,交通运输
sz002712,316563817.0,传媒
sz002713,253752652.0,建筑装饰
sz002714,1158463457.0,农林牧渔
sz002715,92000000.0,汽车
sz002716,564987172.0,有色金属
sz002717,415845200.0,建筑装饰
sz002718,87631886.0,建筑材料
sz002719,108837161.0,食品饮料
sz002721,648036000.0,轻工制造
sz002722,175466542.0,机械设备
sz002723,186700000.0,家用电器
sz002724,600000000.0,电子
sz002725,160000000.0,汽车
sz002726,756092000.0,食品饮料
sz002727,520600000.0,医药生物
sz002728,200000000.0,医药生物
sz002729,66680000.0,电子
sz002730,322674000.0,机械设备
sz002731,150680000.0,轻工制造
sz002732,157350000.0,食品饮料
sz002733,350113207.0,电气设备
sz002734,164708953.0,化工
sz002735,84223900.0,轻工制造
sz002736,8200000000.0,非银金融
sz002737,292000000.0,医药生物
sz002738,192430000.0,采掘
sz002739,1174294974.0,传媒
sz002740,330586904.0,轻工制造
sz002741,374228798.0,化工
sz002742,432000000.0,建筑材料
sz002743,337210880.0,建筑装饰
sz002745,528327918.0,电子
sz002746,181840201.0,农林牧渔
sz002747,836977005.0,机械设备
sz002748,240000000.0,化工
sz002749,75000000.0,化工
sz002750,400500000.0,医药生物
sz002751,142845000.0,轻工制造
sz002752,833180519.0,轻工制造
sz002753,222075000.0,化工
sz002755,101340000.0,建筑装饰
sz002756,360000000.0,钢铁
sz002757,109340000.0,机械设备
sz002758,210000000.0,医药生物
sz002759,452179983.0,家用电器
sz002760,88000000.0,机械设备
sz002761,120000000.0,纺织服装
sz002762,202300000.0,纺织服装
sz002763,388800000.0,纺织服装
sz002765,428896000.0,汽车
sz002766,421754014.0,计算机
sz002767,150000000.0,电气设备
sz002768,240000000.0,化工
sz002769,376513608.0,交通运输
sz002770,1094867797.0,食品饮料
sz002771,161600200.0,计算机
sz002772,373330707.0,农林牧渔
sz002773,674954060.0,医药生物
sz002774,334800000.0,机械设备
sz002775,247980000.0,建筑装饰
sz002776,240458204.0,纺织服装
sz002777,160000000.0,计算机
sz002778,89109500.0,化工
sz002779,132000000.0,机械设备
sz002780,101208601.0,纺织服装
sz002781,225000000.0,建筑装饰
sz002782,426000000.0,电子
sz002783,208675000.0,化工
sz002785,200000000.0,建筑材料
sz002786,381240000.0,机械设备
sz002787,288120000.0,轻工制造
sz002788,128168800.0,医药生物
sz002789,81200000.0,建筑装饰
sz002790,160000000.0,轻工制造
sz002791,321540000.0,建筑材料
sz002792,225790000.0,通信
sz002793,200000000.0,机械设备
sz002795,200000000.0,建筑材料
sz002796,80000000.0,机械设备
sz002797,3502400000.0,非银金融
sz002798,86377358.0,轻工制造
sz002799,150000000.0,轻工制造
sz002800,74680000.0,交通运输
sz002801,118345000.0,电气设备
sz002802,108000000.0,化工
sz002803,116000000.0,轻工制造
sz002805,96913800.0,化工
sz002806,136000000.0,有色金属
sz002807,1767354347.0,银行
sz002808,192000000.0,电子
sz002809,120000000.0,化工
sz002810,95560000.0,化工
sz002811,180000000.0,建筑装饰
sz002812,136450000.0,轻工制造
sz002813,120000000.0,通信
sz002815,410000000.0,电子
sz002816,100000000.0,机械设备
sz002817,86670000.0,医药生物
sz002818,440000000.0,商业贸易
sz002819,113340000.0,机械设备
sz002820,128000000.0,食品饮料
sz002821,230110706.0,医药生物
sz002822,600000000.0,建筑装饰
sz002823,290329987.0,电气设备
sz002824,180000000.0,有色金属
sz002825,100310000.0,化工
sz002826,189720000.0,医药生物
sz002827,184000000.0,化工
sz002828,119770000.0,采掘
sz002829,160180000.0,国防军工
sz002830,133340000.0,建筑装饰
sz002831,400010000.0,轻工制造
sz002832,106670000.0,纺织服装
sz002833,135225000.0,机械设备
sz002835,216000000.0,计算机
sz002836,160000000.0,轻工制造
sz002837,202091992.0,机械设备
sz002838,126000000.0,化工
sz002839,1807526665.0,银行
sz002840,178666700.0,食品饮料
sz002841,406312500.0,电子
sz002842,100000000.0,有色金属
sz002843,140000000.0,机械设备
sz002845,100673984.0,电子
sz002846,120000000.0,轻工制造
sz002847,124000000.0,食品饮料
sz002848,167150000.0,家用电器
sz002849,86666700.0,机械设备
sz002850,140000000.0,电子
sz002851,180666147.0,电气设备
sz002852,100000000.0,农林牧渔
sz002853,155341500.0,轻工制造
sz002855,240000000.0,电子
sz002856,101340000.0,建筑装饰
sz002857,80000000.0,机械设备
sz002858,63160000.0,传媒
sz002859,255700000.0,电子
sz002860,75978680.0,家用电器
sz002861,122698400.0,电子
sz002862,80000000.0,轻工制造
sz002863,221500000.0,汽车
sz002865,120000000.0,汽车
sz002866,143626700.0,电子
sz002867,477850000.0,轻工制造
sz002868,120000000.0,农林牧渔
sz002869,117800000.0,计算机
sz002870,110670000.0,机械设备
sz002871,68000000.0,机械设备
sz002872,212000000.0,医药生物
sz002873,68880000.0,医药生物
sz002875,100000000.0,纺织服装
sz002876,80000000.0,电子
sz002877,122240000.0,机械设备
sz002878,75360000.0,传媒
sz002879,137934029.0,电气设备
sz002880,108000000.0,医药生物
sz002881,106670000.0,电子
sz002882,425000000.0,电气设备
sz002883,53333500.0,建筑装饰
sz002884,77470000.0,机械设备
sz002885,80000000.0,电子
sz002886,78431500.0,化工
sz002888,83117600.0,电子
sz300001,997570075.0,电气设备
sz300002,1961091984.0,计算机
sz300003,1781652921.0,医药生物
sz300004,509218928.0,机械设备
sz300005,891293904.0,纺织服装
sz300006,812241205.0,医药生物
sz300007,293022806.0,机械设备
sz300008,960016185.0,国防军工
sz300009,712522480.0,医药生物
sz300010,872610697.0,计算机
sz300011,558650387.0,电气设备
sz300012,1659895518.0,综合
sz300013,297791410.0,交通运输
sz300014,855985593.0,电子
sz300015,1520014964.0,医药生物
sz300016,325993251.0,医药生物
sz300017,2409696921.0,通信
sz300018,487116536.0,电气设备
sz300019,330901951.0,化工
sz300020,655789086.0,计算机
sz300021,797360687.0,农林牧渔
sz300022,380240380.0,商业贸易
sz300023,316106775.0,非银金融
sz300024,1560239617.0,机械设备
sz300025,428530562.0,通信
sz300026,3011054793.0,医药生物
sz300027,2774505919.0,传媒
sz300028,343980000.0,通信
sz300029,200000000.0,电气设备
sz300030,308795815.0,医药生物
sz300031,396767886.0,传媒
sz300032,803169608.0,电子
sz300033,537600000.0,计算机
sz300034,421786943.0,国防军工
sz300035,518006058.0,机械设备
sz300036,449578967.0,计算机
sz300037,378435368.0,化工
sz300038,418509687.0,通信
sz300039,1071493800.0,医药生物
sz300040,346187204.0,电气设备
sz300041,425712412.0,化工
sz300042,133600000.0,计算机
sz300043,1244198401.0,传媒
sz300044,400397211.0,计算机
sz300045,576191387.0,计算机
sz300046,142080000.0,电子
sz300047,357733482.0,计算机
sz300048,1102201357.0,电气设备
sz300049,263053100.0,医药生物
sz300050,560861718.0,通信
sz300051,367859590.0,传媒
sz300052,261038600.0,传媒
sz300053,623180110.0,电子
sz300054,961124002.0,化工
sz300055,865184815.0,公用事业
sz300056,385490443.0,公用事业
sz300057,439664781.0,轻工制造
sz300058,2213017239.0,传媒
sz300059,4288779718.0,传媒
sz300061,526089653.0,轻工制造
sz300062,308000000.0,电气设备
sz300063,726426950.0,传媒
sz300064,1205476595.0,机械设备
sz300065,362340972.0,计算机
sz300066,1040033262.0,机械设备
sz300067,654775968.0,化工
sz300068,871554329.0,电气设备
sz300069,117000000.0,电气设备
sz300070,3133686772.0,公用事业
sz300071,678491488.0,传媒
sz300072,1807963867.0,公用事业
sz300073,366068040.0,化工
sz300074,543213000.0,计算机
sz300075,424566455.0,计算机
sz300076,424000000.0,电子
sz300077,563393000.0,电子
sz300078,807885334.0,电子
sz300079,1377793862.0,计算机
sz300080,502804021.0,机械设备
sz300081,514607876.0,通信
sz300082,680670000.0,化工
sz300083,1431865568.0,电子
sz300084,384765738.0,机械设备
sz300085,706640535.0,计算机
sz300086,450000000.0,医药生物
sz300087,421707997.0,农林牧渔
sz300088,1149439907.0,电子
sz300089,434800140.0,轻工制造
sz300090,1319952922.0,公用事业
sz300091,555598900.0,机械设备
sz300092,237797500.0,机械设备
sz300093,216000000.0,建筑材料
sz300094,783845620.0,农林牧渔
sz300095,378554854.0,机械设备
sz300096,430000000.0,计算机
sz300097,288549669.0,机械设备
sz300098,1106119491.0,通信
sz300099,660399255.0,机械设备
sz300100,397951246.0,汽车
sz300101,556000000.0,国防军工
sz300102,704553311.0,电子
sz300103,211734000.0,机械设备
sz300104,3989440192.0,传媒
sz300105,513216000.0,电气设备
sz300106,211332310.0,农林牧渔
sz300107,545798522.0,化工
sz300108,636014674.0,医药生物
sz300109,170482422.0,化工
sz300110,986105137.0,医药生物
sz300111,1119800000.0,电气设备
sz300112,262430197.0,机械设备
sz300113,693370958.0,传媒
sz300114,590760499.0,机械设备
sz300115,903149817.0,电子
sz300116,2432524564.0,电子
sz300117,716760000.0,建筑材料
sz300118,904616941.0,电气设备
sz300119,404493463.0,农林牧渔
sz300120,204545976.0,电气设备
sz300121,289220000.0,化工
sz300122,1600000000.0,医药生物
sz300123,301725410.0,国防军工
sz300124,1665111931.0,电气设备
sz300125,118000000.0,公用事业
sz300126,305408800.0,机械设备
sz300127,323146360.0,有色金属
sz300128,841627240.0,电子
sz300129,727087180.0,电气设备
sz300130,239872740.0,计算机
sz300131,1069526426.0,电子
sz300132,385920000.0,化工
sz300133,1769704221.0,传媒
sz300134,767498006.0,通信
sz300135,921600000.0,化工
sz300136,982834638.0,电子
sz300137,344395344.0,公用事业
sz300138,366954422.0,农林牧渔
sz300139,274000000.0,电子
sz300140,345154706.0,电气设备
sz300141,250449600.0,电气设备
sz300142,1537436984.0,医药生物
sz300143,288387118.0,农林牧渔
sz300144,1452607800.0,休闲服务
sz300145,1202148734.0,机械设备
sz300146,1470121880.0,食品饮料
sz300147,661476335.0,医药生物
sz300148,844934446.0,传媒
sz300149,422100000.0,农林牧渔
sz300150,540000000.0,计算机
sz300151,502500000.0,机械设备
sz300152,712800000.0,公用事业
sz300153,320000000.0,电气设备
sz300154,447000000.0,机械设备
sz300155,543370602.0,计算机
sz300156,1010024415.0,公用事业
sz300157,712772080.0,采掘
sz300158,519529330.0,医药生物
sz300159,1490360202.0,国防军工
sz300160,597760000.0,家用电器
sz300161,172791187.0,机械设备
sz300162,349510030.0,电子
sz300163,474000000.0,化工
sz300164,449262159.0,采掘
sz300165,461760000.0,机械设备
sz300166,1049969480.0,计算机
sz300167,300240000.0,计算机
sz300168,1031082642.0,计算机
sz300169,325984340.0,化工
sz300170,857887869.0,计算机
sz300171,628337040.0,医药生物
sz300172,507000000.0,公用事业
sz300173,586180503.0,机械设备
sz300174,244800000.0,化工
sz300175,470800000.0,农林牧渔
sz300176,107280000.0,汽车
sz300177,446763611.0,计算机
sz300178,618288803.0,休闲服务
sz300179,477407350.0,机械设备
sz300180,631019839.0,化工
sz300181,608624848.0,医药生物
sz300182,2554968807.0,计算机
sz300183,453264857.0,电子
sz300184,658197404.0,电子
sz300185,3267743928.0,机械设备
sz300187,648530285.0,公用事业
sz300188,496340506.0,计算机
sz300189,1024000000.0,农林牧渔
sz300190,452284906.0,公用事业
sz300191,320000000.0,采掘
sz300192,242550000.0,化工
sz300193,507307078.0,机械设备
sz300194,1189712382.0,医药生物
sz300195,433483630.0,机械设备
sz300196,424496076.0,化工
sz300197,1519653615.0,建筑装饰
sz300198,1031548540.0,建筑材料
sz300199,934692540.0,医药生物
sz300200,260651171.0,化工
sz300201,1028562810.0,机械设备
sz300202,549504000.0,计算机
sz300203,452800250.0,公用事业
sz300204,478157606.0,医药生物
sz300205,430056000.0,通信
sz300206,585000000.0,医药生物
sz300207,1291912500.0,电子
sz300208,766525000.0,电气设备
sz300209,292122316.0,计算机
sz300210,484219953.0,机械设备
sz300211,302675973.0,通信
sz300212,369786157.0,计算机
sz300213,594926386.0,通信
sz300214,425812614.0,化工
sz300215,758322487.0,电气设备
sz300216,361434920.0,医药生物
sz300217,1273493706.0,家用电器
sz300218,216987000.0,化工
sz300219,712920358.0,电子
sz300220,126000000.0,电子
sz300221,505688470.0,化工
sz300222,729820456.0,电气设备
sz300223,166434198.0,电子
sz300224,835116361.0,有色金属
sz300225,470340000.0,化工
sz300226,159320000.0,传媒
sz300227,148318152.0,电子
sz300228,473905092.0,机械设备
sz300229,471208546.0,计算机
sz300230,453447801.0,化工
sz300231,342509550.0,计算机
sz300232,630798387.0,电子
sz300233,393152238.0,医药生物
sz300234,289534588.0,建筑材料
sz300235,167831090.0,计算机
sz300236,193765944.0,化工
sz300237,807262506.0,建筑装饰
sz300238,265155701.0,医药生物
sz300239,460874108.0,医药生物
sz300240,365559750.0,交通运输
sz300241,276499613.0,电子
sz300242,636332984.0,传媒
sz300243,206864592.0,化工
sz300244,551029453.0,医药生物
sz300245,270960795.0,计算机
sz300246,146088000.0,医药生物
sz300247,804698313.0,家用电器
sz300248,324512401.0,计算机
sz300249,446121534.0,家用电器
sz300250,232269206.0,通信
sz300251,2933608432.0,传媒
sz300252,444464488.0,通信
sz300253,1600459582.0,计算机
sz300254,208308000.0,医药生物
sz300255,934966878.0,医药生物
sz300256,648108942.0,电子
sz300257,858000000.0,机械设备
sz300258,405000000.0,汽车
sz300259,534389981.0,机械设备
sz300260,201940000.0,机械设备
sz300261,536974518.0,化工
sz300262,670436299.0,公用事业
sz300263,882079304.0,公用事业
sz300264,413100000.0,计算机
sz300265,337500000.0,电气设备
sz300266,1017120320.0,机械设备
sz300267,2062604870.0,医药生物
sz300268,134000000.0,农林牧渔
sz300269,613688411.0,传媒
sz300270,272503000.0,计算机
sz300271,729626146.0,计算机
sz300272,398185632.0,家用电器
sz300273,787823576.0,医药生物
sz300274,1448768600.0,电气设备
sz300275,164276000.0,机械设备
sz300276,374400000.0,机械设备
sz300277,335000000.0,计算机
sz300278,545043412.0,机械设备
sz300279,448941998.0,电子
sz300280,128000000.0,机械设备
sz300281,279282387.0,机械设备
sz300282,249537637.0,电子
sz300283,414361350.0,电气设备
sz300284,578217846.0,建筑装饰
sz300285,598301142.0,化工
sz300286,144597000.0,电气设备
sz300287,1435273808.0,计算机
sz300288,337941402.0,计算机
sz300289,423805235.0,医药生物
sz300290,321429652.0,计算机
sz300291,812461176.0,传媒
sz300292,1274850476.0,通信
sz300293,270000000.0,机械设备
sz300294,401077201.0,医药生物
sz300295,192060000.0,传媒
sz300296,1628910650.0,电子
sz300297,1175365904.0,计算机
sz300298,407316839.0,医药生物
sz300299,570003955.0,传媒
sz300300,459393716.0,计算机
sz300301,790108769.0,电子
sz300302,421270038.0,计算机
sz300303,1251595547.0,电子
sz300304,872291218.0,汽车
sz300305,289789000.0,化工
sz300306,287473405.0,机械设备
sz300307,802000000.0,机械设备
sz300308,473857056.0,电气设备
sz300309,484026066.0,机械设备
sz300310,882445986.0,通信
sz300311,448009392.0,计算机
sz300312,320040000.0,通信
sz300313,197352789.0,农林牧渔
sz300314,288000000.0,医药生物
sz300315,2757992863.0,传媒
sz300316,984926080.0,电气设备
sz300317,854487361.0,电气设备
sz300318,821410144.0,医药生物
